epoch,train_loss,test_loss
1,2.3577676,1.9159561
2,1.815319,1.8375604
3,1.7188554,1.5123398
4,1.3600305,1.2971604
5,1.1276547,1.1061641
6,0.9879036,0.9456462
7,0.8921223,0.8676475
8,0.8291035,0.8432457
9,0.7857228,0.7785964
10,0.75211436,0.7474405
