epoch,train_loss,test_loss
180,0.35926437,0.4136144
181,0.35970643,0.41148823
182,0.35867476,0.41513616
183,0.3584944,0.4167752
184,0.3587855,0.41277608
185,0.35841456,0.41211995
186,0.35791707,0.4123244
187,0.35785094,0.41122153
188,0.35771483,0.4131769
189,0.3574482,0.41344067
190,0.35727724,0.41143492
191,0.35704258,0.41365638
192,0.3569751,0.41270286
193,0.35684684,0.41265547
194,0.35659158,0.41021544
195,0.35601446,0.41435012
196,0.3559399,0.41244575
197,0.3557706,0.41222838
198,0.3561545,0.4124409
199,0.35553747,0.41102052
200,0.3551564,0.4135884
201,0.35514113,0.4111042
202,0.3546919,0.4107044
203,0.35433632,0.4117522
204,0.3542096,0.4118159
205,0.35385418,0.41193405
206,0.35405812,0.41436535
207,0.35373285,0.40815714
208,0.3530672,0.40854257
209,0.35294256,0.41327175
210,0.353054,0.41230896
211,0.3529579,0.41022748
212,0.35277525,0.41184676
213,0.35244474,0.40898585
214,0.3518671,0.40924907
215,0.3519019,0.41116396
216,0.35187104,0.40838608
217,0.35209432,0.4097357
218,0.3513521,0.41032848
219,0.35152742,0.41250625
220,0.3513481,0.41080126
221,0.35120806,0.41183773
222,0.35079172,0.41011408
223,0.35068485,0.4108674
224,0.35059345,0.40800932
225,0.35009688,0.4090094
226,0.35031545,0.4095322
227,0.34994557,0.4112437
228,0.3494252,0.41137242
229,0.34930032,0.41329935
230,0.34914201,0.40903002
231,0.34912506,0.4084737
232,0.3487579,0.40800238
233,0.3487939,0.41058874
234,0.34854922,0.41196364
235,0.34857768,0.41457152
236,0.3481604,0.4099453
237,0.34794122,0.40748128
238,0.34831092,0.41089916
239,0.34766197,0.4109983
240,0.347344,0.40750983
241,0.34724954,0.40648836
242,0.34739184,0.41087103
243,0.34716064,0.40659204
244,0.34696072,0.41161603
245,0.347127,0.40795103
246,0.34647936,0.40731713
247,0.34626672,0.41333163
248,0.34657505,0.40980268
249,0.3465864,0.40713316
250,0.34622157,0.4089038
251,0.34625265,0.40933305
252,0.3455072,0.4076407
253,0.34582737,0.40761477
254,0.34580326,0.4089818
255,0.3449235,0.40609056
256,0.34476262,0.40897626
257,0.34485665,0.40762836
258,0.34541357,0.40934122
259,0.34524938,0.40560526
260,0.3446127,0.4067421
261,0.34400433,0.40931734
262,0.34418115,0.4090443
263,0.34409943,0.40885934
264,0.3446321,0.40894666
265,0.3438238,0.40685055
266,0.3436252,0.4086175
267,0.3434739,0.40904638
268,0.3432466,0.40551752
269,0.34305272,0.40663862
270,0.34318045,0.4059609
271,0.34309414,0.4103009
272,0.34301555,0.40356496
273,0.3430483,0.4097254
274,0.34307802,0.40661585
275,0.34283602,0.40685496
276,0.34244305,0.40893662
277,0.34277877,0.40437588
278,0.34207737,0.41074955
279,0.3418168,0.40929258
280,0.34226555,0.4070809
281,0.34173772,0.40856218
282,0.34158835,0.40340516
283,0.34143487,0.40584773
284,0.34138006,0.40686876
285,0.341174,0.40593874
286,0.3413547,0.40722063
287,0.3407052,0.40591317
288,0.34117645,0.40634876
289,0.34077328,0.41077876
290,0.3410251,0.4080378
291,0.34072396,0.40225846
292,0.34053078,0.4060346
293,0.34043077,0.40499035
294,0.34022307,0.406093
295,0.33963495,0.4047069
296,0.34028628,0.40529156
297,0.3399638,0.40394
298,0.3395756,0.40748355
299,0.33926108,0.40627217
300,0.33974937,0.4062192
