epoch,train_accuracy,test_accuracy,train_loss,test_loss
49,0.058749802,0.06501654,5.331634,5.2319245
50,0.05931348,0.065187745,5.323116,5.219397
51,0.059790786,0.066027544,5.3144817,5.2105203
52,0.060172074,0.06623229,5.3066587,5.1994963
53,0.060530756,0.066900365,5.2991743,5.19124
54,0.060963735,0.06692374,5.2919865,5.186634
55,0.06129206,0.06708885,5.2853823,5.178729
56,0.06165671,0.06780265,5.279037,5.1679907
57,0.062023897,0.067569464,5.272637,5.1637654
58,0.062316786,0.06830917,5.2663803,5.155229
59,0.062548965,0.06852662,5.2608466,5.1470284
60,0.06259507,0.068725266,5.255492,5.142133
61,0.062941045,0.0686013,5.2496605,5.1362987
62,0.06327242,0.06905702,5.244554,5.128441
63,0.063473225,0.06935575,5.2393403,5.1219788
64,0.063670725,0.0691952,5.234194,5.1172504
65,0.06389185,0.06980638,5.2295165,5.1100836
66,0.06401912,0.07026007,5.2248063,5.102455
67,0.064150065,0.07003856,5.2201285,5.099097
68,0.064391516,0.06969868,5.215287,5.0951633
69,0.064628646,0.070733055,5.211136,5.087328
70,0.06474333,0.07063399,5.2067647,5.0836196
71,0.06502543,0.07094949,5.2026744,5.079337
72,0.06495989,0.071110025,5.1986327,5.073452
73,0.06522065,0.07086871,5.1947203,5.0694904
74,0.06525227,0.07114356,5.1910653,5.0647154
75,0.06547149,0.07109631,5.1870093,5.0621624
76,0.065604344,0.07125228,5.183408,5.057852
77,0.06568741,0.07120452,5.1798706,5.054477
78,0.06585849,0.07161807,5.176362,5.0478272
79,0.06600316,0.07178014,5.1728835,5.0438805
80,0.06614707,0.07151646,5.169685,5.042012
81,0.06611061,0.07154948,5.166513,5.0401745
82,0.066323735,0.07197574,5.1629677,5.034365
83,0.06629706,0.07224906,5.1602106,5.032093
84,0.06657128,0.07219216,5.15736,5.027522
85,0.066479705,0.07227447,5.1542726,5.0240655
86,0.0665742,0.07238573,5.1513557,5.021359
87,0.06667187,0.072419256,5.148415,5.0168877
88,0.0668267,0.0723334,5.1463594,5.0162325
89,0.06685477,0.07222264,5.143234,5.014835
90,0.0669278,0.07239386,5.1405706,5.0122943
91,0.06710536,0.07283382,5.1376395,5.0050774
92,0.067147024,0.07293543,5.1346445,5.001345
93,0.06727175,0.07298878,5.1327925,5.0000467
94,0.0671648,0.07317878,5.1295304,4.995258
95,0.06736891,0.072823666,5.127249,4.9965005
96,0.06740295,0.072949655,5.1248326,4.9922543
97,0.06749808,0.073197074,5.1223216,4.989381
98,0.06747522,0.07343433,5.1201096,4.985282
99,0.067573905,0.07337083,5.117929,4.983678
100,0.067653544,0.073344916,5.115234,4.980364
101,0.06780494,0.07341655,5.1130266,4.979069
102,0.06782361,0.07376608,5.1108327,4.9741716
103,0.06785346,0.07363755,5.1088686,4.975036
104,0.06806595,0.07397032,5.1064234,4.9670587
105,0.06792357,0.07356998,5.104684,4.9678473
106,0.068082966,0.07387582,5.1022983,4.963142
107,0.06804677,0.073633485,5.100259,4.965523
108,0.06821087,0.07412121,5.098426,4.959097
109,0.068279326,0.07395965,5.0961695,4.958313
110,0.068289615,0.07371376,5.094145,4.9563336
111,0.068258755,0.07386922,5.0924892,4.954871
112,0.06827704,0.073962696,5.09043,4.951272
113,0.06848242,0.07379606,5.088598,4.949631
114,0.068429455,0.074352875,5.0867867,4.946686
115,0.06850261,0.074059226,5.085,4.9463744
116,0.068535894,0.074517995,5.083209,4.9409013
117,0.06859101,0.07432544,5.0814185,4.9397306
118,0.068690464,0.074093774,5.0795574,4.9399977
119,0.068567134,0.074577436,5.078417,4.936459
120,0.06870558,0.07433205,5.0764623,4.936564
121,0.06869859,0.074588105,5.074603,4.931155
122,0.06873606,0.07450935,5.072963,4.9296675
123,0.06882344,0.07443518,5.071305,4.9283266
124,0.06886269,0.07465669,5.0699067,4.928075
125,0.068902574,0.07427108,5.0683084,4.9271464
126,0.06897281,0.07444737,5.066579,4.9245663
127,0.068977766,0.074602835,5.0650964,4.9223475
128,0.06906655,0.075050935,5.0632524,4.9178653
129,0.069060445,0.07452256,5.0618434,4.919684
130,0.06918085,0.074780144,5.060466,4.91477
131,0.06912141,0.07499505,5.058822,4.9129
132,0.06917768,0.07525314,5.057733,4.910863
133,0.069284365,0.07453323,5.056065,4.9123898
134,0.06934813,0.07527955,5.0547376,4.9077454
135,0.06926697,0.07507786,5.0536594,4.908015
136,0.06937417,0.07488938,5.0516887,4.9068375
137,0.069366165,0.074937634,5.0508494,4.904688
138,0.069454566,0.07519064,5.049408,4.9035425
139,0.06947082,0.07505042,5.048003,4.90195
140,0.069548294,0.07511393,5.046984,4.9012713
141,0.06953153,0.07515661,5.0452056,4.8959265
142,0.06948555,0.0749605,5.044558,4.899081
143,0.06953344,0.07544162,5.04282,4.894143
144,0.06951731,0.07529886,5.0413556,4.8933887
145,0.06961561,0.075299874,5.040083,4.8926516
146,0.06971684,0.07522113,5.039017,4.893221
147,0.06966985,0.07550868,5.037594,4.887902
148,0.069675565,0.07529479,5.03686,4.8879385
149,0.06974986,0.07532527,5.035334,4.887529
150,0.06980232,0.07558692,5.0343075,4.883726
151,0.069798,0.075351186,5.033201,4.884354
152,0.069803715,0.0755478,5.031765,4.8812566
153,0.06979889,0.07534763,5.0305967,4.8841114
154,0.06991282,0.07558133,5.0293603,4.8779926
155,0.06988145,0.07560419,5.02863,4.878042
156,0.0697801,0.075552374,5.0272493,4.8773665
157,0.06982543,0.07560877,5.0261755,4.8757052
158,0.06995943,0.07555085,5.025217,4.873664
159,0.07009787,0.075780995,5.024275,4.8722687
160,0.07030198,0.07548175,5.0232935,4.8739
