epoch,train_loss,test_loss
1,2.286971,1.8569002
2,1.8135221,1.8112038
3,1.7098725,1.4896923
4,1.3081737,1.2240318
5,1.0885087,1.0074176
6,0.950691,0.90184087
7,0.8683336,0.8536896
8,0.8149363,0.80514777
9,0.7742741,0.7649945
10,0.7424293,0.7381537
