epoch,train_loss,test_loss
1,6.248374,6.198017
2,6.144418,6.098756
3,6.0549183,6.022986
4,5.9863315,5.9609017
5,5.9262557,5.9095035
6,5.886504,5.878839
7,5.859938,5.856259
8,5.8400593,5.84023
9,5.8248954,5.8274546
10,5.8128886,5.8172073
