epoch,train_loss,test_loss
1,6.2543154,6.1947117
2,6.1254716,6.0773115
3,6.0286665,5.992212
4,5.9527073,5.9274693
5,5.899073,5.888028
6,5.8663073,5.8620386
7,5.843518,5.8451447
8,5.8270593,5.831069
9,5.8143673,5.819019
10,5.804074,5.8096027
