epoch,train_accuracy,test_accuracy,train_loss,test_loss
1,0.008002596,0.009246925,6.2193685,6.1196766
2,0.011101416,0.011582407,6.0133944,5.9354467
3,0.013185924,0.013453537,5.869083,5.8373065
4,0.015075089,0.015308409,5.8000646,5.792048
