df
"10×3 DataFrame
 Row │ epoch  train_loss  test_loss
     │ Int64  Float32     Float32
─────┼──────────────────────────────
   1 │     1    2.42921    1.79777
   2 │     2    1.77184    1.81046
   3 │     3    1.75452    1.72613
   4 │     4    1.58662    1.42163
   5 │     5    1.28887    1.18674
   6 │     6    1.07039    0.99749
   7 │     7    0.924871   0.880631
   8 │     8    0.837429   0.812811
   9 │     9    0.77606    0.763244
  10 │    10    0.729165   0.723946"
